"","sp.id","Species","Site","Treatment","Litter.Depth","Litter.Cover","Understory","Mid.height","Canopy.Cover","Count","id","X99_Body_mass_average_8","X163_Food_Fruit_10","X164_Food_Nectar_or_pollen_10","X165_Food_Seeds_10","X166_Food_Foliage_or_herbs_10","X167_Food_Corms_or_tubers","X168_Food_Terrestrial_invertebrates_10","X169_Food_Terrestrial_vertebrates_10","X170_Food_Carrion_10","Fire","Formation","Location","Estimate_abundance","Estimate_density","Species_richness","Shannon_diversity","Simpson_diversity"
"105","2","Australasian.Figbird","FC-BS-03","Dry SclerophyllBurnt",16.2,56,3.55,20.625,30,0,25,123,1,0,0,0,0,0,0,0,"Burnt","Dry Sclerophyll","Fortis Creek",31.6315060991695,0.0503686402853017,10,9.125,8.333
"106","2","Australasian.Figbird","FC-US-01","Dry SclerophyllUnburnt",32,90,4.07142857142857,14.5714285714286,13.5714285714286,0,26,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Fortis Creek",46.2306627603246,0.073615705032364,10,8.742,7.714
"107","2","Australasian.Figbird","FC-US-02","Dry SclerophyllUnburnt",29.15,93.5,4.55,10.53,25.5,0,27,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Fortis Creek",48.6638555371838,0.0774902158235411,14,12.854,11.765
"108","2","Australasian.Figbird","FC-US-03","Dry SclerophyllUnburnt",20.1,83,6.1,21.985,17,0,28,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Fortis Creek",21.8987349917327,0.0348705971205935,7,4.971,3.882
"109","2","Australasian.Figbird","GG-BR-01","RainforestBurnt",17.05,76,0.1,13.12,59,0,29,123,1,0,0,0,0,0,0,0,"Burnt","Rainforest","Gibbergunya Range Road",60.567249722509,0.0964446651632309,15,11.839,9.135
"110","2","Australasian.Figbird","GG-BR-02","RainforestBurnt",23.45,83,0.3,11.5,52,0,30,123,1,0,0,0,0,0,0,0,"Burnt","Rainforest","Gibbergunya Range Road",16.8242360340303,0.0267901847675641,5,4.762,4.5
"111","2","Australasian.Figbird","GG-BR-03","RainforestBurnt",17,87.5,0.2,20.63,44,0,31,123,1,0,0,0,0,0,0,0,"Burnt","Rainforest","Gibbergunya Range Road",20.1890832408363,0.032148221721077,5,4.757,4.571
"112","2","Australasian.Figbird","GG-BR-04","RainforestBurnt",20.7,79,2.95,18.71,62.5,0,32,123,1,0,0,0,0,0,0,0,"Burnt","Rainforest","Gibbergunya Range Road",77.3914857565393,0.123234849930795,17,14.653,12.519
"113","2","Australasian.Figbird","GG-UR-01","RainforestUnburnt",29.55,98,1.65,4.51,97.5,0,33,123,1,0,0,0,0,0,0,0,"Unburnt","Rainforest","Gibbergunya Range Road",67.2969441361211,0.107160739070257,13,11.171,9.68
"114","2","Australasian.Figbird","GG-UR-02","RainforestUnburnt",34.35,95,1,2.07,92,0,34,123,1,0,0,0,0,0,0,0,"Unburnt","Rainforest","Gibbergunya Range Road",67.2969441361211,0.107160739070257,14,12.672,11.524
"115","2","Australasian.Figbird","GG-UR-03","RainforestUnburnt",31.95,98.5,0.75,4.635,89.5,0,35,123,1,0,0,0,0,0,0,0,"Unburnt","Rainforest","Gibbergunya Range Road",67.2969441361211,0.107160739070257,15,14.132,13.364
"116","2","Australasian.Figbird","GG-UR-04","RainforestUnburnt",34.85,98,0.95,5.75,88,0,36,123,1,0,0,0,0,0,0,0,"Unburnt","Rainforest","Gibbergunya Range Road",67.2969441361211,0.107160739070257,14,12.672,11.524
"117","2","Australasian.Figbird","GI-BS-01","Dry SclerophyllBurnt",13.5,56,0.6,14.825,36.5,0,37,123,1,0,0,0,0,0,0,0,"Burnt","Dry Sclerophyll","Girard State Forest",43.9969099753172,0.0700587738460465,10,8.724,7.529
"118","2","Australasian.Figbird","GI-BS-02","Dry SclerophyllBurnt",18.2,56.5,1.15,16.295,39.5,0,38,123,1,0,0,0,0,0,0,0,"Burnt","Dry Sclerophyll","Girard State Forest",64.7013381989959,0.103027608597127,14,13,12.071
"119","2","Australasian.Figbird","GI-BS-03","Dry SclerophyllBurnt",15.25,68,3.1,19.025,21.5,0,39,123,1,0,0,0,0,0,0,0,"Burnt","Dry Sclerophyll","Girard State Forest",59.5252311430762,0.0947853999093571,16,13.676,11.842
"120","2","Australasian.Figbird","GI-BS-04","Dry SclerophyllBurnt",20.5,73,0.7,14.305,44.5,0,40,123,1,0,0,0,0,0,0,0,"Burnt","Dry Sclerophyll","Girard State Forest",51.7610705591967,0.0824220868777018,16,15.083,14.297
"121","2","Australasian.Figbird","GI-BS-05","Dry SclerophyllBurnt",16,62,1.1,17.875,20.5,0,41,123,1,0,0,0,0,0,0,0,"Burnt","Dry Sclerophyll","Girard State Forest",41.4088564473574,0.0659376695021614,14,13.228,12.462
"122","2","Australasian.Figbird","GI-US-01","Dry SclerophyllUnburnt",28.6428571428571,0,1,16.5714285714286,42.8571428571429,0,42,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Girard State Forest",41.4088564473574,0.0659376695021614,13,11.339,9.529
"123","2","Australasian.Figbird","GI-US-02","Dry SclerophyllUnburnt",29.25,89.5,1.05,8.875,45,0,43,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Girard State Forest",36.2327493914377,0.0576954608143913,8,7.493,7.111
"124","2","Australasian.Figbird","GI-US-03","Dry SclerophyllUnburnt",27.7,96,0.2,9.945,42,0,44,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Girard State Forest",38.8208029193975,0.0618165651582763,8,7.327,6.76
"125","2","Australasian.Figbird","GI-US-04","Dry SclerophyllUnburnt",29.5,98,0.85,12.25,46.5,0,45,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Girard State Forest",54.3491240871566,0.0865431912215869,12,11.029,10.256
"126","2","Australasian.Figbird","GI-US-05","Dry SclerophyllUnburnt",31.95,92,0.5,9.845,53,0,46,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Girard State Forest",36.2327493914377,0.0576954608143913,10,9.421,8.909
"127","2","Australasian.Figbird","GL-BS-01","Dry SclerophyllBurnt",16.45,28,6.3,21.305,27.5,0,47,123,1,0,0,0,0,0,0,0,"Burnt","Dry Sclerophyll","Gilgury 1",71.4426421122729,0.113762168968587,16,13.592,11.25
"128","2","Australasian.Figbird","GL-BS-02","Dry SclerophyllBurnt",14.65,29,4.55,27.97,18,0,48,123,1,0,0,0,0,0,0,0,"Burnt","Dry Sclerophyll","Gilgury 1",68.3364402813046,0.108815987709084,15,12.757,10.965
"129","2","Australasian.Figbird","GL-BS-03","Dry SclerophyllBurnt",13.6,39,7.9,21.98,21,0,49,123,1,0,0,0,0,0,0,0,"Burnt","Dry Sclerophyll","Gilgury 2",68.8939949647447,0.109703813638129,16,12.985,10.371
"130","2","Australasian.Figbird","GL-BS-04","Dry SclerophyllBurnt",13.55,54,4.9,18.08,25.5,0,50,123,1,0,0,0,0,0,0,0,"Burnt","Dry Sclerophyll","Gilgury 2",41.3363969788468,0.0658222881828771,11,10.106,9.323
"131","2","Australasian.Figbird","GL-US-01","Dry SclerophyllUnburnt",26,95.5,1.55,11.08,48,0,51,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Gilgury 1",68.3364402813046,0.108815987709084,17,11.821,7.529
"132","2","Australasian.Figbird","GL-US-02","Dry SclerophyllUnburnt",25.95,96,2.15,11.395,38,0,52,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Gilgury 1",65.2302384503362,0.10386980644958,15,13.963,13.091
"133","2","Australasian.Figbird","GL-US-03","Dry SclerophyllUnburnt",21.35,73,7.4,18.99,17,0,53,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Gilgury 2",46.8479165760264,0.0745985932739274,14,4.712,2.383
"134","2","Australasian.Figbird","GL-US-04","Dry SclerophyllUnburnt",26,81.5,4.2,10.975,38,0,54,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Gilgury 2",33.0691175830775,0.0526578305463017,9,7.292,5.769
"135","2","Australasian.Figbird","MN-BR-01","RainforestBurnt",21.3333333333333,90.6666666666667,0.533333333333333,9.24666666666667,62,0,55,123,1,0,0,0,0,0,0,0,"Burnt","Rainforest","Mount Nardi",32.5332250283907,0.0518044984528515,7,6.447,6
"136","2","Australasian.Figbird","MN-UR-01","RainforestUnburnt",26.5,93,0.9,4.51,92.5,0,56,123,1,0,0,0,0,0,0,0,"Unburnt","Rainforest","Mount Nardi",71.5730950624596,0.113969896596273,16,14.27,12.522
"137","2","Australasian.Figbird","MP-BS-01","Dry SclerophyllBurnt",15.55,69.5,6.6,22.215,24,0,57,123,1,0,0,0,0,0,0,0,"Burnt","Dry Sclerophyll","Mount Pikapene",41.8596187802827,0.0666554439176475,12,4.872,2.643
"138","2","Australasian.Figbird","MP-BS-02","Dry SclerophyllBurnt",14.85,63.5,5.45,20.34,42.5,0,58,123,1,0,0,0,0,0,0,0,"Burnt","Dry Sclerophyll","Mount Pikapene",39.0689775282638,0.0622117476564711,11,10.375,9.846
"139","2","Australasian.Figbird","MP-US-01","Dry SclerophyllUnburnt",29.85,85.5,1.05,16.64,44,0,59,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Mount Pikapene",78.1379550565276,0.124423495312942,17,12.551,8.64
"140","2","Australasian.Figbird","MP-US-02","Dry SclerophyllUnburnt",28.65,91.5,2.55,17.505,37.5,0,60,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Mount Pikapene",61.3941075444146,0.0977613177458831,14,11.325,8.672
"141","2","Australasian.Figbird","TC-BR-01","RainforestBurnt",23.65,83,0.3,11.65,70,0,61,123,1,0,0,0,0,0,0,0,"Burnt","Rainforest","Terania Creek",50.6739082821273,0.0806909367549798,14,12.171,10.667
"142","2","Australasian.Figbird","TC-BR-02","RainforestBurnt",26.05,88,1,12.255,58.5,0,62,123,1,0,0,0,0,0,0,0,"Burnt","Rainforest","Terania Creek",59.1195596624819,0.0941394262141431,15,14.442,13.762
"143","2","Australasian.Figbird","TC-BR-03","RainforestBurnt",22.5,93.75,1.75,12.0625,71.25,0,63,123,1,0,0,0,0,0,0,0,"Burnt","Rainforest","Terania Creek",46.45108259195,0.0739666920253981,12,10.965,9.966
"144","2","Australasian.Figbird","TC-BR-04","RainforestBurnt",19.7647058823529,88.2352941176471,0.705882352941177,13.9823529411765,64.1176470588235,0,64,123,1,0,0,0,0,0,0,0,"Burnt","Rainforest","Terania Creek",50.6739082821273,0.0806909367549798,16,12.289,9.574
"145","2","Australasian.Figbird","TC-UR-01","RainforestUnburnt",26.65,97.5,0.75,5.155,95.5,0,65,123,1,0,0,0,0,0,0,0,"Unburnt","Rainforest","Terania Creek",57.0081468173932,0.0907773038493523,12,10.758,9.8
"146","2","Australasian.Figbird","TC-UR-02","RainforestUnburnt",30.55,86,0.3,6.095,90.5,0,66,123,1,0,0,0,0,0,0,0,"Unburnt","Rainforest","Terania Creek",48.5624954370387,0.077328814390189,14,12.617,11.52
"147","2","Australasian.Figbird","TC-UR-03","RainforestUnburnt",30.5,100,0.642857142857143,6.23571428571429,94.2857142857143,0,67,123,1,0,0,0,0,0,0,0,"Unburnt","Rainforest","Terania Creek",42.2282569017728,0.0672424472958165,14,12.854,11.765
"148","2","Australasian.Figbird","TC-UR-04","RainforestUnburnt",30.6470588235294,94.7058823529412,0.588235294117647,6.93529411764706,98.2352941176471,0,68,123,1,0,0,0,0,0,0,0,"Unburnt","Rainforest","Terania Creek",50.6739082821273,0.0806909367549798,18,15.848,13.755
"149","2","Australasian.Figbird","TL-BR-01","RainforestBurnt",21.4,70.5,2.5,16.18,44.5,0,69,123,1,0,0,0,0,0,0,0,"Burnt","Rainforest","Tooloom",51.382049871901,0.0818185507514347,13,12.158,11.364
"150","2","Australasian.Figbird","TL-BS-01","Dry SclerophyllBurnt",19.2666666666667,57.3333333333333,1,15.3933333333333,33.3333333333333,0,70,123,1,0,0,0,0,0,0,0,"Burnt","Dry Sclerophyll","Captains Creek",55.2357366400861,0.0879549946498187,15,7.878,4.283
"151","2","Australasian.Figbird","TL-BS-02","Dry SclerophyllBurnt",19.1333333333333,72.6666666666667,5.53333333333333,9.62666666666667,42.6666666666667,0,71,123,1,0,0,0,0,0,0,0,"Burnt","Dry Sclerophyll","Captains Creek",57.8660098134235,0.0921433277283814,17,8.908,5
"152","2","Australasian.Figbird","TL-BS-03","Dry SclerophyllBurnt",15.9,63,3.5,20.085,43.5,1,72,123,1,0,0,0,0,0,0,0,"Burnt","Dry Sclerophyll","Captains Creek",55.2357366400861,0.0879549946498187,15,14.142,13.333
"153","2","Australasian.Figbird","TL-UR-01","RainforestUnburnt",27.75,90.5,0.8,6.715,87,0,73,123,1,0,0,0,0,0,0,0,"Unburnt","Rainforest","Tooloom",72.4019793649514,0.11528977605884,17,14.258,12.298
"154","2","Australasian.Figbird","TL-US-01","Dry SclerophyllUnburnt",25.2,87.3333333333333,3.66666666666667,7.56666666666667,48,0,74,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Captains Creek",57.8660098134235,0.0921433277283814,13,11.203,9.468
"155","2","Australasian.Figbird","TL-US-02","Dry SclerophyllUnburnt",23.8666666666667,88,1.73333333333333,14.52,37.3333333333333,0,75,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Captains Creek",60.496282986761,0.0963316608069442,19,14.252,9.707
"156","2","Australasian.Figbird","TL-US-03","Dry SclerophyllUnburnt",19.8,61.5,5.6,15.155,29.5,0,76,123,1,0,0,0,0,0,0,0,"Unburnt","Dry Sclerophyll","Captains Creek",65.7568293334358,0.10470832696407,17,6.603,3.246
"157","2","Australasian.Figbird","WP-BR-01","RainforestBurnt",23.75,77,2.5,20.03,46,0,77,123,1,0,0,0,0,0,0,0,"Burnt","Rainforest","Washpool National Park",54.7967475439314,0.0872559674266423,13,10.741,8.963
"158","2","Australasian.Figbird","WP-BR-02","RainforestBurnt",32,94.5,1.25,18.29,75,0,78,123,1,0,0,0,0,0,0,0,"Burnt","Rainforest","Washpool National Park",54.7967475439314,0.0872559674266423,12,11.19,10.526
"159","2","Australasian.Figbird","WP-UR-01","RainforestUnburnt",28.4,96,0.8,1.68,97,0,79,123,1,0,0,0,0,0,0,0,"Unburnt","Rainforest","Washpool National Park",61.2434237255703,0.0975213753591884,15,12.325,10.242
"160","2","Australasian.Figbird","WP-UR-02","RainforestUnburnt",36.2,97,0.8,5.345,95,0,80,123,1,0,0,0,0,0,0,0,"Unburnt","Rainforest","Washpool National Park",38.6800570898339,0.0615924475952769,11,10.691,10.286
"161","3","Australian.Brush.turkey","BF-BR-01","RainforestBurnt",18.3,82.5,0.3,11.935,55.5,0,1,2230,1,0,1,1,0,1,1,0,"Burnt","Rainforest","Blue Fig Road",32.1829168548876,0.0512466828899485,5,4.353,3.846
"162","3","Australian.Brush.turkey","BF-UR-01","RainforestUnburnt",32.65,96.5,1.15,3.26,94.5,1,2,2230,1,0,1,1,0,1,1,0,"Unburnt","Rainforest","Blue Fig Road",32.1829168548876,0.0512466828899485,10,9.698,9.308
"163","3","Australian.Brush.turkey","BF-UR-03","RainforestUnburnt",27.2352941176471,88.8235294117647,0.470588235294118,6.91176470588235,93.5294117647059,0,3,2230,1,0,1,1,0,1,1,0,"Unburnt","Rainforest","Blue Fig Road",57.9292503387978,0.0922440292019073,14,12.672,11.524
"164","3","Australian.Brush.turkey","BF-UR-EH2","RainforestUnburnt",24.2941176470588,98.8235294117647,0.941176470588235,2.27647058823529,96.4705882352941,0,4,2230,1,0,1,1,0,1,1,0,"Unburnt","Rainforest","Blue Fig Road",16.0914584274438,0.0256233414449742,5,3.413,2.5
"165","3","Australian.Brush.turkey","BFEH2_s1","RainforestBurnt",17.2352941176471,84.1176470588235,0.470588235294118,7.64705882352941,74.1176470588235,0,5,2230,1,0,1,1,0,1,1,0,"Burnt","Rainforest","Blue Fig Road",22.5280417984213,0.0358726780229639,5,4.86,4.765
"166","3","Australian.Brush.turkey","BFEH3_s1","RainforestBurnt",19.2352941176471,65.8823529411765,0.588235294117647,16.3823529411765,51.7647058823529,0,6,2230,1,0,1,1,0,1,1,0,"Burnt","Rainforest","Blue Fig Road",32.1829168548876,0.0512466828899485,7,5.858,4.84
"167","3","Australian.Brush.turkey","BR-BR-01","RainforestBurnt",34.05,71,0.9,4.525,71.5,0,7,2230,1,0,1,1,0,1,1,0,"Burnt","Rainforest","Border Ranges 1",64.8323847008448,0.103236281370772,15,11.025,8.61
"168","3","Australian.Brush.turkey","BR-BR-02","RainforestBurnt",27.95,77.5,1.55,9.605,54,0,8,2230,1,0,1,1,0,1,1,0,"Burnt","Rainforest","Border Ranges 1",85.4608707420226,0.136084189079654,15,13.439,12.071
"169","3","Australian.Brush.turkey","BR-BR-03","RainforestBurnt",25.85,82.5,1,9.705,68,0,9,2230,1,0,1,1,0,1,1,0,"Burnt","Rainforest","Border Ranges 1",61.8854581235336,0.0985437231266459,13,11.585,10.373
"170","3","Australian.Brush.turkey","BR-BR-04","RainforestBurnt",22.3,81.5,0.7,6.95,75,0,10,2230,1,0,1,1,0,1,1,0,"Burnt","Rainforest","Border Ranges 2",51.3759219615368,0.0818087929323834,12,10.79,9.757
"171","3","Australian.Brush.turkey","BR-BR-05","RainforestBurnt",24.1,86,1,11.575,64,0,11,2230,1,0,1,1,0,1,1,0,"Burnt","Rainforest","Border Ranges 2",54.0799178542493,0.0861145188761931,15,12.755,10.922
"172","3","Australian.Brush.turkey","BR-UR-01","RainforestUnburnt",28.6,71.5,0.6,5.995,74,0,12,2230,1,0,1,1,0,1,1,0,"Unburnt","Rainforest","Border Ranges 1",88.4077973193338,0.14077674732378,20,16.867,14.157
"173","3","Australian.Brush.turkey","BR-UR-02","RainforestUnburnt",37.05,98,0.4,4.16,82.5,0,13,2230,1,0,1,1,0,1,1,0,"Unburnt","Rainforest","Border Ranges 1",70.726237855467,0.112621397859024,18,14.733,12.042
"174","3","Australian.Brush.turkey","BR-UR-03","RainforestUnburnt",33.75,85.5,0.65,5.72,88.5,0,14,2230,1,0,1,1,0,1,1,0,"Unburnt","Rainforest","Border Ranges 1",79.5670175874004,0.126699072591402,17,14.651,12.857
"175","3","Australian.Brush.turkey","BR-UR-04","RainforestUnburnt",38.5,73.5,0.35,5.075,80,0,15,2230,1,0,1,1,0,1,1,0,"Unburnt","Rainforest","Border Ranges 2",59.4879096396742,0.0947259707638124,15,13.881,12.902
"176","3","Australian.Brush.turkey","BR-UR-05","RainforestUnburnt",43.05,69,0.5,4.61,92.5,0,16,2230,1,0,1,1,0,1,1,0,"Unburnt","Rainforest","Border Ranges 2",48.6719260688243,0.0775030669885738,10,8.585,7.41
"177","3","Australian.Brush.turkey","BY-BS-01","Dry SclerophyllBurnt",13.15,78,1.5,15.555,46,0,17,2230,1,0,1,1,0,1,1,0,"Burnt","Dry Sclerophyll","Banyabba",43.4085896332901,0.0691219580147932,11,10.041,9.143
"178","3","Australian.Brush.turkey","BY-BS-02","Dry SclerophyllBurnt",13.35,84,4.5,13.635,33,0,18,2230,1,0,1,1,0,1,1,0,"Burnt","Dry Sclerophyll","Banyabba",40.5146836577374,0.0645138274804736,11,9.335,8.036
"179","3","Australian.Brush.turkey","BY-BS-03","Dry SclerophyllBurnt",16.4,85.5,4.25,11.68,43,0,19,2230,1,0,1,1,0,1,1,0,"Burnt","Dry Sclerophyll","Banyabba",37.6207776821848,0.0599056969461541,9,8,7.111
"180","3","Australian.Brush.turkey","BY-US-01","Dry SclerophyllUnburnt",27.95,93.5,1.5,4.61,36.5,0,20,2230,1,0,1,1,0,1,1,0,"Unburnt","Dry Sclerophyll","Banyabba",46.3024956088428,0.0737300885491127,11,10.071,9.383
"181","3","Australian.Brush.turkey","BY-US-02","Dry SclerophyllUnburnt",31.9,95,1.55,3.035,48.5,0,21,2230,1,0,1,1,0,1,1,0,"Unburnt","Dry Sclerophyll","Banyabba",52.0903075599481,0.0829463496177518,12,10.79,9.757
"182","3","Australian.Brush.turkey","BY-US-03","Dry SclerophyllUnburnt",24.4,93.5,1.85,4.685,50,0,22,2230,1,0,1,1,0,1,1,0,"Unburnt","Dry Sclerophyll","Banyabba",37.6207776821848,0.0599056969461541,8,6.965,5.918
"183","3","Australian.Brush.turkey","FC-BS-01","Dry SclerophyllBurnt",8.45,29,4.5,14.185,18,0,23,2230,1,0,1,1,0,1,1,0,"Burnt","Dry Sclerophyll","Fortis Creek",29.1983133223103,0.0464941294941247,10,9.076,8.167
"184","3","Australian.Brush.turkey","FC-BS-02","Dry SclerophyllBurnt",22.5,51.5,3.35,24.14,11,0,24,2230,1,0,1,1,0,1,1,0,"Burnt","Dry Sclerophyll","Fortis Creek",43.7974699834654,0.069741194241187,12,11.314,10.667
"185","3","Australian.Brush.turkey","FC-BS-03","Dry SclerophyllBurnt",16.2,56,3.55,20.625,30,0,25,2230,1,0,1,1,0,1,1,0,"Burnt","Dry Sclerophyll","Fortis Creek",31.6315060991695,0.0503686402853017,10,9.125,8.333
"186","3","Australian.Brush.turkey","FC-US-01","Dry SclerophyllUnburnt",32,90,4.07142857142857,14.5714285714286,13.5714285714286,0,26,2230,1,0,1,1,0,1,1,0,"Unburnt","Dry Sclerophyll","Fortis Creek",46.2306627603246,0.073615705032364,10,8.742,7.714
"187","3","Australian.Brush.turkey","FC-US-02","Dry SclerophyllUnburnt",29.15,93.5,4.55,10.53,25.5,0,27,2230,1,0,1,1,0,1,1,0,"Unburnt","Dry Sclerophyll","Fortis Creek",48.6638555371838,0.0774902158235411,14,12.854,11.765
"188","3","Australian.Brush.turkey","FC-US-03","Dry SclerophyllUnburnt",20.1,83,6.1,21.985,17,0,28,2230,1,0,1,1,0,1,1,0,"Unburnt","Dry Sclerophyll","Fortis Creek",21.8987349917327,0.0348705971205935,7,4.971,3.882
"189","3","Australian.Brush.turkey","GG-BR-01","RainforestBurnt",17.05,76,0.1,13.12,59,0,29,2230,1,0,1,1,0,1,1,0,"Burnt","Rainforest","Gibbergunya Range Road",60.567249722509,0.0964446651632309,15,11.839,9.135
"190","3","Australian.Brush.turkey","GG-BR-02","RainforestBurnt",23.45,83,0.3,11.5,52,0,30,2230,1,0,1,1,0,1,1,0,"Burnt","Rainforest","Gibbergunya Range Road",16.8242360340303,0.0267901847675641,5,4.762,4.5
"191","3","Australian.Brush.turkey","GG-BR-03","RainforestBurnt",17,87.5,0.2,20.63,44,0,31,2230,1,0,1,1,0,1,1,0,"Burnt","Rainforest","Gibbergunya Range Road",20.1890832408363,0.032148221721077,5,4.757,4.571
"192","3","Australian.Brush.turkey","GG-BR-04","RainforestBurnt",20.7,79,2.95,18.71,62.5,0,32,2230,1,0,1,1,0,1,1,0,"Burnt","Rainforest","Gibbergunya Range Road",77.3914857565393,0.123234849930795,17,14.653,12.519
"193","3","Australian.Brush.turkey","GG-UR-01","RainforestUnburnt",29.55,98,1.65,4.51,97.5,0,33,2230,1,0,1,1,0,1,1,0,"Unburnt","Rainforest","Gibbergunya Range Road",67.2969441361211,0.107160739070257,13,11.171,9.68
"194","3","Australian.Brush.turkey","GG-UR-02","RainforestUnburnt",34.35,95,1,2.07,92,0,34,2230,1,0,1,1,0,1,1,0,"Unburnt","Rainforest","Gibbergunya Range Road",67.2969441361211,0.107160739070257,14,12.672,11.524
"195","3","Australian.Brush.turkey","GG-UR-03","RainforestUnburnt",31.95,98.5,0.75,4.635,89.5,0,35,2230,1,0,1,1,0,1,1,0,"Unburnt","Rainforest","Gibbergunya Range Road",67.2969441361211,0.107160739070257,15,14.132,13.364
"196","3","Australian.Brush.turkey","GG-UR-04","RainforestUnburnt",34.85,98,0.95,5.75,88,0,36,2230,1,0,1,1,0,1,1,0,"Unburnt","Rainforest","Gibbergunya Range Road",67.2969441361211,0.107160739070257,14,12.672,11.524
"197","3","Australian.Brush.turkey","GI-BS-01","Dry SclerophyllBurnt",13.5,56,0.6,14.825,36.5,0,37,2230,1,0,1,1,0,1,1,0,"Burnt","Dry Sclerophyll","Girard State Forest",43.9969099753172,0.0700587738460465,10,8.724,7.529
"198","3","Australian.Brush.turkey","GI-BS-02","Dry SclerophyllBurnt",18.2,56.5,1.15,16.295,39.5,0,38,2230,1,0,1,1,0,1,1,0,"Burnt","Dry Sclerophyll","Girard State Forest",64.7013381989959,0.103027608597127,14,13,12.071
"199","3","Australian.Brush.turkey","GI-BS-03","Dry SclerophyllBurnt",15.25,68,3.1,19.025,21.5,0,39,2230,1,0,1,1,0,1,1,0,"Burnt","Dry Sclerophyll","Girard State Forest",59.5252311430762,0.0947853999093571,16,13.676,11.842
"200","3","Australian.Brush.turkey","GI-BS-04","Dry SclerophyllBurnt",20.5,73,0.7,14.305,44.5,0,40,2230,1,0,1,1,0,1,1,0,"Burnt","Dry Sclerophyll","Girard State Forest",51.7610705591967,0.0824220868777018,16,15.083,14.297
"201","3","Australian.Brush.turkey","GI-BS-05","Dry SclerophyllBurnt",16,62,1.1,17.875,20.5,0,41,2230,1,0,1,1,0,1,1,0,"Burnt","Dry Sclerophyll","Girard State Forest",41.4088564473574,0.0659376695021614,14,13.228,12.462
"202","3","Australian.Brush.turkey","GI-US-01","Dry SclerophyllUnburnt",28.6428571428571,0,1,16.5714285714286,42.8571428571429,0,42,2230,1,0,1,1,0,1,1,0,"Unburnt","Dry Sclerophyll","Girard State Forest",41.4088564473574,0.0659376695021614,13,11.339,9.529
"203","3","Australian.Brush.turkey","GI-US-02","Dry SclerophyllUnburnt",29.25,89.5,1.05,8.875,45,0,43,2230,1,0,1,1,0,1,1,0,"Unburnt","Dry Sclerophyll","Girard State Forest",36.2327493914377,0.0576954608143913,8,7.493,7.111
"204","3","Australian.Brush.turkey","GI-US-03","Dry SclerophyllUnburnt",27.7,96,0.2,9.945,42,0,44,2230,1,0,1,1,0,1,1,0,"Unburnt","Dry Sclerophyll","Girard State Forest",38.8208029193975,0.0618165651582763,8,7.327,6.76
"205","3","Australian.Brush.turkey","GI-US-04","Dry SclerophyllUnburnt",29.5,98,0.85,12.25,46.5,0,45,2230,1,0,1,1,0,1,1,0,"Unburnt","Dry Sclerophyll","Girard State Forest",54.3491240871566,0.0865431912215869,12,11.029,10.256
"206","3","Australian.Brush.turkey","GI-US-05","Dry SclerophyllUnburnt",31.95,92,0.5,9.845,53,0,46,2230,1,0,1,1,0,1,1,0,"Unburnt","Dry Sclerophyll","Girard State Forest",36.2327493914377,0.0576954608143913,10,9.421,8.909
"207","3","Australian.Brush.turkey","GL-BS-01","Dry SclerophyllBurnt",16.45,28,6.3,21.305,27.5,0,47,2230,1,0,1,1,0,1,1,0,"Burnt","Dry Sclerophyll","Gilgury 1",71.4426421122729,0.113762168968587,16,13.592,11.25
"208","3","Australian.Brush.turkey","GL-BS-02","Dry SclerophyllBurnt",14.65,29,4.55,27.97,18,0,48,2230,1,0,1,1,0,1,1,0,"Burnt","Dry Sclerophyll","Gilgury 1",68.3364402813046,0.108815987709084,15,12.757,10.965
